"S.No.","Site ID","Site Name","State/Circle","H1","H2","ID","IMEI No","Mobile No","I&C Date","Battery","Battery (V)","Temp","Signal (dBm)","Last Communication","Aging"
328,"ST-GUJ-MACRO-030","Harikrupa Silvasa","Gujrat","Daman","Diu","ST-GUJ-MACRO-030","861919081957093","5754111411031","2025-12-03","100AH, 100AH, 0, 0","52.64","0","51","2026-04-21 15:54:30","2 Minutes Ago"
329,"ST-DELHI-HPSC-181","HPSC_Karawal NagarSeelam Pur_7","Delhi","Noida","Noida","ST-DELHI-HPSC-181","861919084281749","5754111158421","2025-09-17","100AH, 0, 0, 0","53.00","0","59","2026-04-21 15:57:06","-25 Seconds Ago"
330,"ST-MAH-OD-0053","Parkhe Vasti Susgaon","Maharashtra","Pune","Pune","ST-MAH-OD-0053","861919084282036","5754111438270","2026-01-21","100AH, 100AH, 0, 0","54.42","0","51","2026-04-21 15:53:00","3 Minutes Ago"
331,"ST-MAH-OD-0043","Chintamani Paradise","Maharashtra","Pune","Pune","ST-MAH-OD-0043","861919084260503","5754111438272","2026-01-21","100AH, 100AH, 0, 0","55.14","0","51","2026-04-21 15:52:27","4 Minutes Ago"
332,"ST-MAH-OD-0036","BoradeBankarWastiMoshi","Maharashtra","Pune","Pune","ST-MAH-OD-0036","861919084260586","5754111171020","2026-01-08","100AH, 100AH, 0, 0","53.92","0","51","2026-04-21 15:53:06","3 Minutes Ago"
333,"ST-MAH-OD-0028","Wadgoen Kolhati","Maharashtra","CH SAMBHAJI NAGAR","CH SAMBHAJI NAGAR","ST-MAH-OD-0028","861919084282473","5754111439277","2025-12-30","100AH, 100AH, 0, 0","54.42","0","51","2026-04-21 15:57:21","-40 Seconds Ago"
334,"ST_MUM_HPSC_0090","Panchal Industrial Estate","Mumbai","Mumbai","Borivali","ST_MUM_HPSC_0090","861919084344901","5755110628136","2026-01-07","100AH, 100AH, 100AH, 100AH","52.92","0","51","2026-04-21 15:53:05","3 Minutes Ago"
335,"ST-MAH-OD-0027","Shriram Recidency","Maharashtra","CH SAMBHAJI NAGAR","CH SAMBHAJI NAGAR","ST-MAH-OD-0027","861409071501903","5754111439280","2025-12-29","0, 0, 0, 0","53.50","0","51","2026-04-21 15:53:19","3 Minutes Ago"
336,"ST-GUJ-MACRO-031","Vyara","Gujrat","Surat","Surat","ST-GUJ-MACRO-031","869742089044819","5754111438258","2026-02-06","100AH, 100AH, 0, 0","52.92","0","69","2026-04-21 15:53:30","3 Minutes Ago"
337,"ST-GUJ-MACRO-027","Sarthana Jakatnaka","Gujrat","Surat","Surat","ST-GUJ-MACRO-027","869742089037276","5754111438304","2026-02-05","100AH, 100AH, 0, 0","53.50","0","51","2026-04-21 15:57:58","-77 Seconds Ago"
338,"ST-MAH-OD-0052","Lonkar Nagar Mundwa","Maharashtra","Pune","Pune","ST-MAH-OD-0052","861919084261311","5754111438316","2026-01-21","100AH, 100AH, 0, 0","54.64","0","63","2026-04-21 15:56:25","16 Seconds Ago"
339,"ST-GUJ-MACRO-019","Purvi Tenament","Gujrat","Ahmedabad","Ahmedabad","ST-GUJ-MACRO-019","861919084260800","5754111438256","2026-02-16","100AH, 100AH , 0, 0","52.00","0","51","2026-04-21 15:53:55","2 Minutes Ago"
340,"ST-GUJ-MACRO-032","Gunukrupa Godhra","Gujrat","Godhara ","Godhara","ST-GUJ-MACRO-032","861919084260073","5754111438250","2026-02-16","100AH, 100AH, 0, 0","54.21","0","51","2026-04-21 15:55:37","1 Minutes Ago"
341,"ST-GUJ-MACRO-046","RIDDHI SIDDHI SQUARE KADI","Gujrat","Mehsana","Mehsana","ST-GUJ-MACRO-046","861919084259026","5754111438248","2026-02-17","100AH, 100AH, 0, 0","53.50","0","55","2026-04-21 15:56:44","-3 Seconds Ago"
342,"ST-GUJ-MACRO-052","HALOL RTP","Gujrat","Panch Mahal","Panch Mahal","ST-GUJ-MACRO-052","861919084259992","5754111438293","2026-02-16","100AH, 100AH, 0, 0","53.50","0","63","2026-04-21 15:53:43","2 Minutes Ago"
343,"ST-GUJ-MACRO-034","Vapi GIDC","Gujrat","Valsad","Valsad","ST-GUJ-MACRO-034","861919084260016","5754111438294","2026-02-24","100AH, 100AH, 0, 0","54.70","0","53","2026-04-21 15:56:30","11 Seconds Ago"
344,"ST-GUJ-MACRO-024","Gandhidham Ward 10-C","Gujrat","Gandhidham","Gandhidham","ST-GUJ-MACRO-024","861919084259539","5754111438292","2026-02-21","100AH, 0, 0, 0","54.42","0","53","2026-04-21 15:55:03","1 Minutes Ago"
345,"ST-GUJ-MACRO-060","JIGYASA PARAK","Gujrat","Ahmedabad","Ahmedabad","ST-GUJ-MACRO-060","861919084271195","5754111438291","2026-02-15","100AH, 100AH, 0, 0","54.70","0","51","2026-04-21 15:54:11","2 Minutes Ago"
346,"ST-GUJ-MACRO-047","Mundra RTP","Gujrat","Kutchh","Kutchh","ST-GUJ-MACRO-047","861919084259604","5754111438249","2026-02-21","100AH, 100AH, 0, 0","54.50","0","63","2026-04-21 15:55:22","1 Minutes Ago"
347,"ST-MAH-OD-0044","Naregaon Chilkalthana","Maharashtra","Vasai","Vasai","ST-MAH-OD-0044","861919084258986","5754111438238","2026-01-23","100AH, 100AH, 0, 0","55.21","0","51","2026-04-21 15:57:28","-47 Seconds Ago"
348,"ST-MAH-OD-0041","Golani Naka Vasai East","Maharashtra","Vasai","Vasai.","ST-MAH-OD-0041","861919084259612","5755110628489","2026-01-22","100AH, 100AH, 0, 0","54.85","0","79","2026-04-21 15:56:23","18 Seconds Ago"
349,"ST-MAH-OD-0047","Evershine New JK Tower","Maharashtra","Vasai","Vasai","ST-MAH-OD-0047","861919084259745","5754111438240","2026-01-22","100AH, 100AH, 0, 0","52.50","0","55","2026-04-21 15:54:08","2 Minutes Ago"
350,"ST-MAH-OD-0046","Hotel Krishnna INN Khadkeshwar","Maharashtra","Vasai","Vasai.","ST-MAH-OD-0046","861919084260826","5754111438241","2026-01-23","100AH, 100AH, 0, 0","54.50","0","61","2026-04-21 15:56:00","41 Seconds Ago"
351,"ST-MAH-OD-0054","Yekta Nagar Virar","Maharashtra","Vasai","Vasai","ST-MAH-OD-0054","861919084260099","5754111438234","2026-01-21","100AH, 100AH , 0, 0","54.92","0","55","2026-04-21 15:54:50","1 Minutes Ago"
352,"ST-MAH-OD-0055","Bhat Pada","Maharashtra","Vasai","Vasai","ST-MAH-OD-0055","861919084259075","5754111438231","2026-01-21","100AH, 100AH, 0, 0","53.71","0","51","2026-04-21 15:55:47","54 Seconds Ago"
353,"ST-MAH-OD-0061","Rajguru Colony Talegaon Dabhade","Maharashtra","Pune","Pune","ST-MAH-OD-0061","869742089164401","5755110628219","2026-03-11","100 AH, 100Ah, 100Ah, 0","52.42","0","51","2026-04-21 15:57:29","-48 Seconds Ago"
354,"ST-GUJ-MACRO-048","Rasikpura GST","Gujrat","Kheda","Kheda","ST-GUJ-MACRO-048","869742089271529","5754111438453","2026-02-22","100AH, 100AH, 0, 0","53.85","0","67","2026-04-21 15:53:07","3 Minutes Ago"
355,"ST-GUJ-MACRO-063","Panchratna App Fatewadi","Gujrat","Ahmedabad","Ahmedabad","ST-GUJ-MACRO-063","869742089271875","5754111438454","2026-02-16","100AH, 100AH, 0, 0","49.78","0","51","2026-04-21 15:57:37","-56 Seconds Ago"
356,"ST-GUJ-MACRO-033","Maturachhya Gandhidham","Gujrat","Kutchh","Kutchh","ST-GUJ-MACRO-033","869742088840134","5754111438452","2026-02-21","100AH, 100AH, 0, 0","54.00","0","65","2026-04-21 15:54:06","2 Minutes Ago"
357,"ST-GUJ-MACRO-022"," Casa Lifestyle","Gujrat","Surat","Surat","ST-GUJ-MACRO-022","869742089270141","5754111438451","2026-02-14","100AH, 100AH, 0, 0","53.42","0","51","2026-04-21 15:55:07","1 Minutes Ago"
358,"ST-GUJ-MACRO-055","AMIN HEIGHT","Gujrat","Mehsana","Mehsana","ST-GUJ-MACRO-055","869742088992463","5754111438455","2026-02-17","100AH, 100AH, 0, 0","53.42","0","51","2026-04-21 15:53:10","3 Minutes Ago"
359,"STPL-MUM-OD-M0413","Milan Housing","Mumbai","Mumbai","MUMBAI","STPL-MUM-OD-M0413","869742089279274","5754111158721","2025-09-12","100AH, 100AH, 100AH, 100AH","48.78","0","51","2026-04-21 15:55:24","1 Minutes Ago"
360,"ST-MAH-OD-0064","Lonikalbhar Kunjirwadi","Maharashtra","Pune","Pune","ST-MAH-OD-0064","869742088992570","5754111438714","2026-03-10","100 AH, 100Ah, 0, 0","53.78","0","61","2026-04-21 15:55:03","1 Minutes Ago"
361,"ST-DELHI-HPSC-248","HPSC_Hastsal_Patel_Nagar_19","Delhi","Gurugram","Gurugram","ST-DELHI-HPSC-248","861919084310621","5754111171277","2026-03-17","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:31","-50 Seconds Ago"
362,"ST-DELHI-HPSC-322","HPSC_GBD_Partap_Vihar_Khora","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-322","861919084283281","5754111171037","2026-02-03","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:40","-59 Seconds Ago"
363,"ST-DELHI-HPSC-268","HPSC_GBD_Rahul Vihar","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-268","861919084308583","5754111171031","2026-02-26","100AH, 0, 0, 0","52.50","0","53","2026-04-21 15:57:28","-47 Seconds Ago"
364,"ST-DELHI-HPSC-275","HPSC_Behta_Hajipur_GBD_2","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-275","861919084310977","5754111171210","2026-03-25","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:40","-59 Seconds Ago"
365,"ST-GUJ-MACRO-061","Nana Nakhatrana","Gujrat","Kutchh","Kutchh","ST-GUJ-MACRO-061","865510082842545","5754111328864","2026-02-28","100AH, 100AH, 0, 0","52.42","0","83","2026-04-21 15:55:29","1 Minutes Ago"
366,"ST-GUJ-MACRO-065","Giramtha","Gujrat","Ahmedabad","Ahmedabad","ST-GUJ-MACRO-065","865510082842768","5754111328868","2026-03-01","100AH, 100AH, 0, 0","53.21","0","79","2026-04-21 15:57:51","-70 Seconds Ago"
367,"ST-GUJ-MACRO-068","Lal Darwaja","Gujrat","Ahmedabad","Ahmedabad","ST-GUJ-MACRO-068","865510082841737","5754111328872","2026-02-27","100AH , 100AH, 0, 0","53.14","0","59","2026-04-21 15:52:34","4 Minutes Ago"
368,"ST-GUJ-MACRO-050","Vapi Mangalam","Gujrat","Valsad","Valsad","ST-GUJ-MACRO-050","865510082842529","5754111328875","2026-03-01","100AH, 100AH, 0, 0","52.35","0","59","2026-04-21 15:55:25","1 Minutes Ago"
369,"ST-MAH-OD-0048","Aaradhyam Society","Maharashtra","Pune","Pune","ST-MAH-OD-0048","865510082847569","5754111328996","2026-03-12","100AH, 100AH, 0, 0","53.50","0","61","2026-04-21 15:54:20","2 Minutes Ago"
370,"ST-MAH-OD-0065","Nirvaana Residency","Maharashtra","RAIGAD","PUNE-3","ST-MAH-OD-0065","865510082839855","5754111329025","2026-03-15","100AH , 100AH, 100AH, 0","50.57","0","59","2026-04-21 15:56:59","-18 Seconds Ago"
371,"ST-MAH-OD-0056","Pethe Nagar","Maharashtra","CH SAMBHAJI NAGAR","CH SAMBHAJI NAGAR","ST-MAH-OD-0056","865510082839772","5754111328963","2026-04-11","100AH, 100AH, 0, 0","53.14","0","51","2026-04-21 15:53:25","3 Minutes Ago"
372,"ST-MAH-OD-0067","Nevale Vasti Chikali","Maharashtra","Pune","Pune","ST-MAH-OD-0067","865510082844087","5754111438723","2026-03-12","100AH, 100AH, 100AH, 0","52.92","0","51","2026-04-21 15:56:16","25 Seconds Ago"
373,"ST-MAH-OD-0058","Bandshil","Maharashtra","RAIGAD","PUNE-3","ST-MAH-OD-0058","865510082912504","5755110628215","2026-03-15","100AH, 100AH, 100AH, 0","53.28","0","51","2026-04-21 15:54:53","1 Minutes Ago"
374,"ST-MAH-OD-0072","Rudra Shelter Business Hotel Vasai","Maharashtra","Virar","Virar","ST-MAH-OD-0072","865510082843410","5755110628221","2026-03-20","100AH, 100AH, 0, 0","53.14","0","51","2026-04-21 15:55:08","1 Minutes Ago"
375,"ST-MAH-OD-0070","Sonale Village","Maharashtra","Bhiwandi","Bhiwandi","ST-MAH-OD-0070","865510082848401","5754111328911","2026-03-20","100AH, 100AH, 0, 0","52.85","0","51","2026-04-21 15:55:35","1 Minutes Ago"
376,"ST-MAH-OD-0080","Sainath Nagar Chock","Maharashtra","Pune","Pune","ST-MAH-OD-0080","865510081309041","5754111328910","2026-04-10","100AH, 0, 0, 0","53.14","0","51","2026-04-21 15:56:43","-2 Seconds Ago"
377,"ST-MAH-OD-0060","Singhaga Collage Vadgaon","Maharashtra","Pune","Pune","ST-MAH-OD-0060","865510081316350","5754111328909","2026-03-14","100AH, 100Ah, 100Ah, 0","53.64","0","51","2026-04-21 15:52:34","4 Minutes Ago"
